transaction_id,amount,hour,country,channel,transactions_last_24h,days_as_customer,is_fraud
TXN0012632,4.54,4,US,online,2,825,0
TXN0012633,46.46,14,Nigeria,pos,2,903,0
TXN0012634,235.26,17,US,online,4,449,0
TXN0012635,154.04,8,Unknown,pos,2,504,0
TXN0012636,319.31,17,Romania,pos,1,81,0
TXN0012637,91.02,19,UK,mobile,3,304,0
TXN0012638,12.57,12,Spain,online,2,700,0
TXN0012639,214.08,17,Unknown,online,3,581,0
TXN0012640,118.02,11,UK,atm,4,589,0
TXN0012641,132.87,16,Spain,pos,2,266,0
TXN0012642,13.51,18,Spain,pos,3,311,0
TXN0012643,22.92,23,UK,atm,3,1298,0
TXN0012644,318.09,11,UK,pos,1,868,0
TXN0012645,376.73,12,US,mobile,0,1046,0
TXN0012646,47.78,8,Germany,pos,2,1484,0
TXN0012647,11.02,8,Spain,online,3,646,0
TXN0012648,143.72,16,US,atm,1,2026,0
TXN0012649,31.06,21,UK,online,1,652,0
TXN0012650,131.83,11,Spain,online,2,513,0
TXN0012651,,8,UK,online,6,128,1
TXN0012652,211.06,10,Spain,online,1,330,0
TXN0012653,212.31,12,UK,online,1,102,0
TXN0012654,131.9,10,Spain,online,1,264,0
TXN0012655,58.55,9,UK,pos,3,752,0
TXN0012656,69.46,17,US,online,2,507,0
TXN0012657,258.35,0,Germany,mobile,1,581,0
TXN0012658,113.96,14,Germany,online,1,165,0
TXN0012659,107.03,18,France,pos,4,1504,0
TXN0012660,526.97,9,Spain,pos,0,843,0
TXN0012661,24.26,15,Nigeria,online,4,248,0
TXN0012662,121.67,16,US,pos,2,98,0
TXN0012663,253.16,16,Spain,pos,2,151,0
TXN0012664,0.9,12,Spain,pos,1,540,0
TXN0012665,208.88,11,US,atm,2,2540,0
TXN0012666,74.9,19,France,online,1,69,0
TXN0012667,227.41,18,US,atm,1,585,0
TXN0012668,133.11,10,Germany,online,2,161,0
TXN0012669,123.25,6,Germany,online,1,981,0
TXN0012670,106.22,5,UK,mobile,0,151,0
TXN0012671,91.34,6,US,pos,1,101,0
TXN0012672,67.73,14,UK,pos,1,102,0
TXN0012673,34.38,3,Unknown,pos,1,1011,0
TXN0012674,244.25,10,France,atm,1,98,0
TXN0012675,33.79,18,Spain,pos,1,39,0
TXN0012676,417.36,10,Nigeria,online,7,758,1
TXN0012677,98.47,18,UK,pos,0,206,0
TXN0012678,143.16,17,Germany,pos,2,384,0
TXN0012679,107.58,9,UK,online,1,1016,0
TXN0012680,37.11,17,Spain,pos,0,709,0
TXN0012681,93.73,17,Romania,atm,0,209,0
TXN0012682,107.61,11,US,mobile,3,1288,0
TXN0012683,99.85,8,Unknown,online,0,1185,0
TXN0012684,16.64,13,Germany,pos,5,1191,0
TXN0012685,226.17,21,US,pos,6,1101,0
TXN0012686,438.23,15,Unknown,online,3,150,0
TXN0012687,19.99,8,UK,online,4,574,0
TXN0012688,99.21,16,US,atm,4,938,0
TXN0012689,121.11,12,Germany,atm,0,70,0
TXN0012690,53.48,15,Romania,atm,3,749,0
TXN0012691,123.03,17,UK,online,3,3000,0
TXN0012692,111.49,13,France,mobile,2,330,0
TXN0012693,12.31,19,UK,pos,0,497,0
TXN0012694,367.73,17,Unknown,pos,4,606,0
TXN0012695,117.8,15,UK,pos,1,505,0
TXN0012696,27.37,7,US,online,2,432,0
TXN0012697,84.49,19,Nigeria,online,2,344,0
TXN0012698,192.08,21,Spain,mobile,2,203,0
TXN0012699,78.05,7,UK,online,3,199,0
TXN0012700,65.35,13,Spain,online,4,766,0
TXN0012701,81.9,9,Spain,online,2,138,0
TXN0012702,125.3,18,Spain,pos,3,292,0
TXN0012703,73.92,17,Unknown,atm,1,395,0
TXN0012704,56.9,7,UK,atm,2,1155,0
TXN0012705,34.88,20,France,online,2,215,0
TXN0012706,316.34,8,Spain,online,3,9,0
TXN0012707,19.78,18,UK,online,2,262,0
TXN0012708,101.4,12,Germany,atm,2,659,0
TXN0012709,115.37,10,Germany,online,0,210,0
TXN0012710,127.04,7,Spain,atm,3,73,0
TXN0012711,18.9,8,US,online,1,760,0
TXN0012712,96.69,16,Spain,online,1,1409,0
TXN0012713,103.46,14,Unknown,online,2,212,0
TXN0012714,448.36,7,US,online,2,232,0
TXN0012715,24.9,6,US,pos,5,108,0
TXN0012716,142.94,5,UK,pos,1,225,0
TXN0012717,18.99,17,US,atm,2,9,0
TXN0012718,128.43,17,Nigeria,atm,1,2029,1
TXN0012719,171.41,4,Spain,online,2,379,0
TXN0012720,71.84,14,France,atm,3,546,0
TXN0012721,247.98,6,UK,online,3,825,0
TXN0012722,72.4,21,UK,online,1,96,0
TXN0012723,64.74,21,Spain,pos,1,54,0
TXN0012724,41.45,17,France,online,5,120,0
TXN0012725,464.53,21,France,online,0,1655,0
TXN0012726,6.06,19,UK,online,4,370,0
TXN0012727,2.25,19,,online,1,236,0
TXN0012728,13.3,14,UK,mobile,4,67,0
TXN0012729,59.75,10,Romania,online,4,61,0
TXN0012730,199.91,8,Spain,pos,1,826,0
TXN0012731,173.42,10,UK,pos,1,475,0
TXN0012732,82.98,15,UK,pos,1,1920,0
TXN0012733,265.65,8,Spain,online,1,703,0
TXN0012734,240.83,9,US,online,2,1073,0
TXN0012735,7.88,13,UK,online,5,375,0
TXN0012736,25.04,9,Spain,pos,2,146,0
TXN0012737,46.45,15,Germany,pos,4,310,0
TXN0012738,204.68,21,Unknown,atm,2,432,0
TXN0012739,64.85,17,US,online,0,31,0
TXN0012740,70.01,16,UK,pos,2,174,0
TXN0012741,23.61,14,Nigeria,atm,3,365,0
TXN0012742,32.2,13,UK,atm,0,536,0
TXN0012743,17.66,8,UK,pos,3,24,0
TXN0012744,2784.48,20,Unknown,pos,2,1298,0
TXN0012745,44.68,9,UK,atm,3,139,0
TXN0012746,150.17,6,,online,4,667,0
TXN0012747,1600.8,17,UK,mobile,3,273,0
TXN0012748,1128.02,8,Romania,pos,3,544,0
TXN0012749,62.65,11,UK,online,2,909,0
TXN0012750,103.86,1,UK,pos,2,388,0
TXN0012751,69.7,7,Unknown,pos,3,25,0
TXN0012752,100.67,8,UK,atm,3,663,0
TXN0012753,54.43,3,Romania,online,4,91,0
TXN0012754,33.21,16,US,online,4,291,0
TXN0012755,96.82,19,Germany,atm,4,286,0
TXN0012756,2077.34,11,US,atm,3,1565,0
TXN0012757,57.27,20,Romania,pos,2,969,0
TXN0012758,43.79,8,Romania,pos,2,18,0
TXN0012759,29.68,10,Spain,online,1,40,0
TXN0012760,32.18,7,Spain,mobile,5,939,0
TXN0012761,191.4,15,Unknown,atm,2,983,0
TXN0012762,260.27,12,UK,atm,1,536,0
TXN0012763,88.35,15,Spain,online,4,738,0
TXN0012764,19.41,18,US,mobile,0,1157,0
TXN0012765,13.43,14,US,online,5,228,0
TXN0012766,243.67,15,Spain,pos,4,863,0
TXN0012767,7.05,21,Spain,atm,3,516,0
TXN0012768,183.53,10,,online,4,321,0
TXN0012769,327.58,11,UK,online,1,32,0
TXN0012770,37.95,17,UK,online,2,606,0
TXN0012771,28.53,15,US,atm,1,335,0
TXN0012772,305.39,8,France,online,2,899,0
TXN0012773,55.91,11,UK,online,3,70,0
TXN0012774,42.11,13,US,online,1,152,0
TXN0012775,22.51,12,Germany,mobile,1,425,0
TXN0012776,29.21,8,Unknown,online,4,166,0
TXN0012777,170.4,21,,online,2,1436,0
TXN0012778,,18,UK,mobile,3,666,0
TXN0012779,28.77,13,US,pos,2,71,0
TXN0012780,143.42,16,UK,online,2,108,0
TXN0012781,145.52,20,Spain,pos,2,791,0
TXN0012782,46.18,7,UK,mobile,4,365,0
TXN0012783,35.76,9,Nigeria,atm,1,2193,0
TXN0012784,20.5,14,Spain,online,3,584,0
TXN0012785,146.58,18,UK,online,2,1050,0
TXN0012786,157.27,2,US,pos,1,108,0
TXN0012787,69.64,23,Romania,atm,1,20,1
TXN0012788,35.26,12,US,atm,3,2002,0
TXN0012789,392.28,11,Romania,online,4,1147,0
TXN0012790,101.5,10,US,pos,2,1067,0
TXN0012791,211.72,8,Spain,mobile,3,481,0
TXN0012792,45.4,18,Romania,online,1,63,0
TXN0012793,167.87,22,France,atm,3,290,0
TXN0012794,526.61,12,Romania,pos,7,554,1
TXN0012795,144.12,22,US,online,1,193,0
TXN0012796,40.64,19,Romania,atm,2,898,0
TXN0012797,46.84,13,France,online,2,1281,0
TXN0012798,650.01,16,UK,online,2,2,0
TXN0012799,510.22,12,Germany,pos,1,725,0
TXN0012800,1096.51,14,UK,pos,0,815,0
TXN0012801,48.87,4,UK,online,3,114,0
TXN0012802,35.34,16,Spain,online,0,81,0
TXN0012803,197.66,3,Spain,pos,4,85,0
TXN0012804,13.28,19,US,online,1,35,0
TXN0012805,47.61,19,Unknown,pos,3,588,0
TXN0012806,69.26,9,Germany,online,1,84,0
TXN0012807,94.99,10,Spain,pos,1,1025,0
TXN0012808,147.71,13,UK,online,1,463,0
TXN0012809,143.16,15,Germany,pos,3,6,0
TXN0012810,13.67,10,Germany,pos,4,233,0
TXN0012811,561.55,15,Spain,online,1,1256,0
TXN0012812,2869.88,10,Romania,online,0,682,0
TXN0012813,75.71,3,Germany,pos,1,745,0
TXN0012814,4.15,0,Unknown,pos,1,38,0
TXN0012815,213.51,6,US,online,1,25,0
TXN0012816,1.46,18,US,atm,4,2297,0
TXN0012817,117.08,22,UK,pos,3,427,0
TXN0012818,29.39,12,UK,mobile,0,1702,0
TXN0012819,254.48,13,US,pos,1,473,0
TXN0012820,8.09,7,Spain,online,4,779,0
TXN0012821,219.3,14,Nigeria,mobile,1,1242,0
TXN0012822,37.1,7,US,online,4,385,0
TXN0012823,63.64,15,France,pos,3,582,0
TXN0012824,295.56,21,US,atm,2,766,0
TXN0012825,262.68,8,UK,pos,3,1277,0
TXN0012826,237.26,18,US,online,4,1249,0
TXN0012827,137.58,1,Unknown,online,2,860,1
TXN0012828,21.71,11,Germany,mobile,2,1066,0
TXN0012829,18.2,6,US,mobile,1,101,0
TXN0012830,213.64,11,Spain,pos,2,157,0
TXN0012831,62.63,8,Spain,online,3,6,0
TXN0012832,55.59,11,Spain,online,1,2475,0
TXN0012833,141.82,12,Spain,pos,4,387,0
TXN0012834,106.23,10,UK,atm,2,878,0
TXN0012835,219.86,16,Germany,atm,3,263,0
TXN0012836,15.85,21,Germany,online,1,434,0
TXN0012837,226.69,11,Germany,pos,1,46,0
TXN0012838,50.54,8,UK,atm,2,131,0
TXN0012839,117.82,9,US,atm,3,447,0
TXN0012840,44.81,20,Unknown,mobile,0,129,0
TXN0012841,103.4,14,UK,online,5,318,0
TXN0012842,328.27,12,US,online,3,401,1
TXN0012843,41.89,7,Spain,mobile,3,21,0
TXN0012844,253.2,12,UK,online,0,74,0
TXN0012845,150.4,9,Unknown,online,3,1637,0
TXN0012846,140.17,22,Spain,online,1,314,0
TXN0012847,107.26,20,UK,pos,3,1674,0
TXN0012848,294.71,6,Unknown,pos,2,343,1
TXN0012849,74.09,13,France,atm,4,359,0
TXN0012850,228.76,9,Nigeria,online,3,95,0
TXN0012851,67.25,12,UK,online,2,1068,0
TXN0012852,117.14,20,UK,atm,3,1691,0
TXN0012853,1500.13,14,Unknown,pos,4,686,0
TXN0012854,1.66,10,Romania,online,3,79,0
TXN0012855,113.63,8,Spain,pos,1,176,0
TXN0012856,105.13,18,UK,pos,3,31,0
TXN0012857,98.05,15,Spain,atm,2,480,0
TXN0012858,13.8,13,Spain,pos,0,679,0
TXN0012859,4598.92,8,UK,atm,2,491,0
TXN0012860,77.65,10,UK,pos,1,85,0
TXN0012861,222.91,22,UK,mobile,2,2303,0
TXN0012862,223.16,13,Spain,atm,3,128,0
TXN0012863,103.55,11,Nigeria,pos,1,199,0
TXN0012864,15.8,13,Germany,atm,0,736,0
TXN0012865,17.3,18,US,online,2,405,0
TXN0012866,35.09,10,Spain,mobile,3,2099,0
TXN0012867,159.23,8,Germany,online,0,212,0
TXN0012868,75.29,14,UK,online,1,1257,0
TXN0012869,89.73,16,Spain,atm,4,177,0
TXN0012870,103.02,17,France,pos,4,1263,0
TXN0012871,131.3,20,Spain,atm,2,74,0
TXN0012872,18.54,11,Unknown,atm,1,442,0
TXN0012873,2.99,5,Germany,pos,1,530,0
TXN0012874,25.63,22,US,atm,2,999,0
TXN0012875,57.36,12,Nigeria,pos,1,854,0
TXN0012876,128.79,15,Germany,pos,1,452,0
TXN0012877,18.49,16,Spain,atm,1,47,0
TXN0012878,68.45,14,France,pos,2,990,0
TXN0012879,277.69,8,Romania,pos,2,80,0
TXN0012880,129.87,18,UK,online,3,723,0
TXN0012881,106.37,19,UK,atm,3,388,0
TXN0012882,151.94,14,Germany,online,1,321,0
TXN0012883,3.92,13,Romania,online,0,161,1
TXN0012884,14.42,7,UK,online,2,413,0
TXN0012885,129.5,6,Unknown,pos,4,926,1
TXN0012886,296.96,10,France,online,1,76,0
TXN0012887,132.75,10,US,atm,3,820,0
TXN0012888,101.16,22,US,pos,3,174,0
TXN0012889,31.89,18,Spain,atm,4,468,0
TXN0012890,181.2,16,US,online,1,137,0
TXN0012891,157.86,13,Spain,online,2,1191,0
TXN0012892,12.29,8,US,online,1,1650,0
TXN0012893,155.31,23,,pos,1,3,0
TXN0012894,19.7,11,Spain,online,4,680,0
TXN0012895,169.1,6,UK,pos,3,77,0
TXN0012896,146.74,13,France,atm,2,113,0
TXN0012897,277.84,20,Nigeria,online,3,433,0
TXN0012898,192.23,20,Spain,online,1,296,1
TXN0012899,67.66,0,UK,atm,0,1081,0
TXN0012900,101.48,20,UK,pos,4,48,0
TXN0012901,249.42,9,Germany,online,4,26,0
TXN0012902,72.74,2,Spain,online,6,108,0
TXN0012903,48.66,19,US,online,3,531,0
TXN0012904,48.96,20,Spain,atm,1,37,0
TXN0012905,287.89,15,Unknown,online,1,369,0
TXN0012906,67.14,14,UK,atm,5,1742,0
TXN0012907,371.45,19,Nigeria,mobile,5,366,0
TXN0012908,643.39,18,UK,online,1,312,0
TXN0012909,423.89,20,Spain,online,3,163,0
TXN0012910,71.95,14,UK,online,2,1822,0
TXN0012911,9.98,22,UK,online,2,16,0
TXN0012912,116.41,23,UK,atm,0,1678,0
TXN0012913,139.39,7,US,online,2,1311,0
TXN0012914,4405.99,19,UK,atm,2,377,0
TXN0012915,41.41,13,Spain,mobile,1,276,0
TXN0012916,220.9,11,Germany,online,2,1478,0
TXN0012917,0.6,15,Spain,pos,0,106,0
TXN0012918,114.27,3,UK,mobile,0,1243,0
TXN0012919,150.28,13,Spain,online,2,2327,0
TXN0012920,590.89,20,UK,atm,5,167,0
TXN0012921,5.42,8,Spain,online,1,822,0
TXN0012922,9.88,12,Unknown,online,2,672,0
TXN0012923,62.08,21,France,pos,4,1367,0
TXN0012924,184.79,12,UK,pos,4,349,0
TXN0012925,37.14,11,Unknown,atm,0,78,0
TXN0012926,,12,Spain,online,2,248,0
TXN0012927,62.63,13,Nigeria,online,3,807,0
TXN0012928,38.49,15,Spain,online,1,127,0
TXN0012929,303.21,18,UK,pos,1,463,0
TXN0012930,58.22,12,Unknown,pos,3,413,0
TXN0012931,6.36,19,UK,atm,0,179,0
TXN0012932,41.39,14,Nigeria,online,2,250,0
TXN0012933,9.2,10,US,atm,1,112,0
TXN0012934,0.52,16,UK,online,2,272,0
TXN0012935,191.25,17,US,pos,3,393,0
TXN0012936,63.48,14,Spain,online,1,181,0
TXN0012937,16.77,3,UK,pos,2,260,0
TXN0012938,959.21,8,Spain,online,1,646,0
TXN0012939,43.29,10,France,pos,2,370,0
TXN0012940,19.41,9,US,online,3,416,0
TXN0012941,72.47,16,Romania,pos,2,1275,0
TXN0012942,103.76,0,Unknown,atm,3,514,0
TXN0012943,85.74,18,Nigeria,atm,1,642,0
TXN0012944,129.59,9,Nigeria,atm,3,594,0
TXN0012945,29.6,10,US,atm,4,42,0
TXN0012946,142.62,14,UK,pos,3,1236,0
TXN0012947,3.81,8,Romania,online,1,234,0
TXN0012948,8.11,20,US,mobile,3,446,0
TXN0012949,58.92,6,UK,atm,2,64,0
TXN0012950,209.03,12,US,pos,2,272,0
TXN0012951,108.19,19,Spain,pos,2,66,0
TXN0012952,22.47,15,Unknown,online,2,343,0
TXN0012953,94.88,10,Germany,online,2,535,0
TXN0012954,279.65,12,Spain,online,2,395,0
TXN0012955,395.83,17,Spain,mobile,0,4,0
TXN0012956,113.08,22,UK,pos,3,389,0
TXN0012957,172.41,20,Romania,online,0,182,0
TXN0012958,166.05,10,UK,pos,3,706,0
TXN0012959,39.41,23,France,online,4,243,0
TXN0012960,79.12,0,UK,mobile,4,231,0
TXN0012961,14.37,1,UK,online,4,1128,0
TXN0012962,38.41,19,Spain,pos,2,2901,0
TXN0012963,48.46,8,France,pos,2,234,0
TXN0012964,279.74,4,Spain,online,3,604,0
TXN0012965,55.49,9,Spain,pos,0,20,0
TXN0012966,86.24,12,Unknown,pos,3,149,0
TXN0012967,45.18,17,Romania,online,3,1343,0
TXN0012968,42.74,15,Spain,pos,0,1432,0
TXN0012969,318.65,9,Germany,atm,2,388,0
TXN0012970,1537.29,13,US,online,2,129,0
TXN0012971,648.74,21,Romania,mobile,5,867,0
TXN0012972,23.7,19,Spain,online,2,286,0
TXN0012973,36.72,10,Romania,pos,3,67,0
TXN0012974,61.04,23,Spain,pos,1,688,0
TXN0012975,441.05,17,Romania,online,2,85,0
TXN0012976,138.08,4,US,pos,2,1279,0
TXN0012977,72.27,1,UK,atm,0,947,0
TXN0012978,21.85,8,Spain,online,3,637,0
TXN0012979,436.72,17,Spain,pos,3,972,0
TXN0012980,23.15,8,Nigeria,pos,2,117,0
TXN0012981,2135.4,13,Spain,atm,0,342,0
TXN0012982,81.13,6,Germany,atm,1,71,0
TXN0012983,1624.85,21,UK,online,1,96,0
TXN0012984,116.64,10,France,pos,1,345,0
TXN0012985,5.59,21,Spain,pos,2,158,0
TXN0012986,23.58,22,Nigeria,online,0,470,0
TXN0012987,99.6,0,US,mobile,3,96,0
TXN0012988,96.65,12,UK,pos,3,436,0
TXN0012989,140.2,1,Unknown,mobile,2,695,0
TXN0012990,106.37,21,UK,pos,2,29,0
TXN0012991,194.02,13,Romania,online,4,768,0
TXN0012992,66.33,5,Romania,online,3,733,0
TXN0012993,15.19,6,France,online,3,1785,0
TXN0012994,31.49,11,Spain,online,1,479,0
TXN0012995,12.58,22,Spain,pos,2,39,0
TXN0012996,292.66,16,Nigeria,pos,2,253,0
TXN0012997,218.24,20,UK,online,3,409,0
TXN0012998,7.83,11,Romania,atm,2,969,1
TXN0012999,450.73,2,US,atm,2,2521,0
TXN0013000,122.1,22,Spain,atm,3,100,0
TXN0013001,56.52,0,US,online,1,50,0
TXN0013002,88.85,22,Romania,online,0,416,0
TXN0013003,131.09,11,UK,pos,2,239,0
TXN0013004,177.72,0,France,online,1,29,0
TXN0013005,32.23,16,UK,online,3,39,0
TXN0013006,62.06,23,US,pos,4,448,0
TXN0013007,348.42,22,US,online,3,834,0
TXN0013008,17.75,7,US,online,1,144,0
TXN0013009,292.87,8,Germany,online,2,244,0
TXN0013010,14.61,14,France,online,0,1341,0
TXN0013011,21.86,15,UK,mobile,4,331,0
TXN0013012,68.31,17,UK,online,2,512,0
TXN0013013,78.43,8,Spain,atm,1,1058,0
TXN0013014,15.53,22,France,online,1,459,0
TXN0013015,70.89,15,Romania,pos,3,237,0
TXN0013016,35.17,19,Nigeria,pos,1,20,0
TXN0013017,98.54,14,Spain,pos,3,76,0
TXN0013018,367.57,12,Unknown,online,3,808,0
TXN0013019,104.35,23,Spain,atm,1,595,0
TXN0013020,29.75,14,US,online,3,1411,0
TXN0013021,9.81,20,France,online,0,208,0
TXN0013022,288.67,22,Spain,pos,0,71,0
TXN0013023,85.53,16,Germany,online,1,123,0
TXN0013024,156.9,14,Unknown,online,4,1885,0
TXN0013025,72.61,0,Germany,pos,1,130,0
TXN0013026,37.04,2,Nigeria,atm,1,93,0
TXN0013027,218.58,8,Germany,atm,3,425,0
TXN0013028,266.84,8,Spain,online,2,288,0
TXN0013029,80.6,9,France,mobile,2,320,0
TXN0013030,182.35,10,Spain,atm,2,562,0
TXN0013031,72.45,11,Spain,online,5,831,0
TXN0013032,36.42,12,Romania,online,1,5,1
TXN0013033,9.56,6,Unknown,online,2,528,0
TXN0013034,139.96,2,UK,pos,0,53,0
TXN0013035,98.56,16,UK,online,3,1354,0
TXN0013036,12.55,14,Germany,online,2,899,0
TXN0013037,429.44,12,US,pos,3,66,0
TXN0013038,318.21,15,UK,pos,1,857,0
TXN0013039,148.05,19,Romania,mobile,2,1436,1
TXN0013040,30.67,12,US,online,4,1351,0
TXN0013041,345.07,15,Spain,pos,1,323,0
TXN0013042,204.85,22,Spain,online,1,91,0
TXN0013043,87.82,19,UK,atm,3,826,0
TXN0013044,16.14,12,,online,1,797,0
TXN0013045,145.22,16,UK,pos,1,58,0
TXN0013046,28.47,8,Germany,online,1,301,0
TXN0013047,19.56,14,Nigeria,pos,2,461,0
TXN0013048,81.76,23,Spain,online,2,163,0
TXN0013049,36.31,13,US,atm,0,342,0
TXN0013050,172.54,21,Nigeria,pos,2,63,0
TXN0013051,30.39,12,US,online,4,243,0
TXN0013052,76.04,23,Germany,online,1,532,0
TXN0013053,297.94,14,Unknown,online,5,292,0
TXN0013054,173.5,2,UK,pos,1,1034,0
TXN0013055,125.63,15,US,online,0,65,0
TXN0013056,2.97,9,,mobile,2,266,0
TXN0013057,2.0,1,Nigeria,atm,3,423,0
TXN0013058,22.14,19,France,atm,0,40,0
TXN0013059,50.79,9,Spain,online,2,618,0
TXN0013060,55.79,18,UK,online,1,137,0
TXN0013061,283.74,10,,online,3,800,0
TXN0013062,142.75,8,Spain,mobile,3,104,0
TXN0013063,59.53,22,UK,pos,2,281,0
TXN0013064,58.36,11,Spain,online,1,15,1
TXN0013065,111.71,15,UK,online,1,728,0
TXN0013066,105.07,15,UK,online,2,1428,0
TXN0013067,73.12,14,Spain,online,1,341,0
TXN0013068,85.19,21,Spain,mobile,0,763,0
TXN0013069,2.23,16,Unknown,pos,1,428,0
TXN0013070,104.93,11,Spain,online,3,490,0
TXN0013071,57.0,20,UK,pos,4,695,0
TXN0013072,108.83,8,UK,mobile,2,1,0
TXN0013073,33.43,14,Spain,online,2,101,0
TXN0013074,5.04,22,France,pos,1,72,0
TXN0013075,109.47,15,Spain,online,1,19,0
TXN0013076,37.79,19,UK,online,1,696,0
TXN0013077,165.88,16,France,online,6,927,0
TXN0013078,4.16,19,Spain,online,3,554,0
TXN0013079,22.18,22,US,online,3,342,0
TXN0013080,99.38,9,Germany,pos,2,174,0
TXN0013081,60.83,8,Spain,mobile,1,779,0
TXN0013082,5.24,13,UK,online,2,141,0
TXN0013083,103.98,17,France,online,2,776,0
TXN0013084,21.88,9,Spain,online,4,1789,1
TXN0013085,272.66,0,US,mobile,3,334,0
TXN0013086,107.2,10,Spain,online,4,501,0
TXN0013087,87.28,22,UK,pos,4,335,0
TXN0013088,121.9,16,US,online,3,400,0
TXN0013089,517.18,11,Spain,atm,1,93,0
TXN0013090,18.13,8,,mobile,1,101,0
TXN0013091,35.37,11,Spain,atm,2,2031,0
TXN0013092,126.09,8,Spain,pos,2,1061,0
TXN0013093,444.89,6,UK,online,5,10,0
TXN0013094,1.95,21,US,online,1,11,0
TXN0013095,102.59,23,Spain,pos,1,826,0
TXN0013096,114.14,8,,online,2,1177,0
TXN0013097,232.26,3,Romania,pos,4,105,0
TXN0013098,43.3,10,Spain,online,2,352,0
TXN0013099,282.36,12,UK,online,3,20,0
TXN0013100,42.34,8,UK,pos,2,870,0
TXN0013101,339.45,10,US,atm,1,45,0
TXN0013102,514.48,8,Spain,online,2,531,0
TXN0013103,404.75,18,Spain,pos,1,24,0
TXN0013104,375.44,17,US,atm,3,37,0
TXN0013105,453.27,15,Unknown,online,1,303,0
TXN0013106,159.54,11,UK,online,2,594,0
TXN0013107,95.17,21,UK,online,3,329,0
TXN0013108,42.36,22,Unknown,online,2,85,0
TXN0013109,335.17,8,Romania,pos,1,514,0
TXN0013110,345.98,8,UK,online,3,425,0
TXN0013111,24.85,13,Unknown,pos,5,756,0
TXN0013112,100.16,6,UK,online,1,53,0
TXN0013113,1902.48,12,US,online,7,385,0
TXN0013114,13.74,14,UK,pos,0,261,0
TXN0013115,3.93,13,US,pos,3,218,0
TXN0013116,5.24,10,Spain,online,1,250,0
TXN0013117,510.03,14,Spain,online,2,443,0
TXN0013118,185.81,22,UK,pos,3,502,0
TXN0013119,10967.6,8,UK,pos,1,821,0
TXN0013120,1407.45,16,Spain,mobile,3,494,0
TXN0013121,82.36,2,Nigeria,online,2,42,1
TXN0013122,33.4,4,Spain,online,0,65,0
TXN0013123,31.99,14,Spain,online,4,683,0
TXN0013124,90.13,6,UK,online,3,336,0
TXN0013125,26.59,1,US,online,1,243,0
TXN0013126,45.07,8,UK,mobile,0,2004,0
TXN0013127,43.99,14,US,pos,1,199,0
TXN0013128,7978.63,17,Spain,online,1,475,0
TXN0013129,191.91,8,US,pos,0,1759,0
TXN0013130,12.38,16,Spain,online,2,1328,0
TXN0013131,220.01,8,UK,online,1,821,0
TXN0013132,339.25,15,UK,pos,1,199,0
TXN0013133,195.02,12,Unknown,online,2,656,0
TXN0013134,4.06,16,UK,online,0,507,0
TXN0013135,124.49,23,France,online,2,26,0
TXN0013136,42.18,21,Spain,pos,1,51,0
TXN0013137,166.83,0,US,mobile,2,1244,0
TXN0013138,7.69,20,UK,online,1,65,0
TXN0013139,55.7,4,US,mobile,2,24,0
TXN0013140,108.37,22,Spain,pos,3,16,1
TXN0013141,25.52,9,Spain,pos,6,74,0
TXN0013142,362.0,11,Romania,online,4,903,1
TXN0013143,125.99,6,Nigeria,mobile,6,306,0
TXN0013144,23.96,6,Germany,atm,3,1861,0
TXN0013145,31.58,17,Unknown,online,5,79,1
TXN0013146,72.48,22,UK,atm,1,23,0
TXN0013147,168.66,15,Spain,pos,1,516,0
TXN0013148,55.33,17,UK,online,4,667,0
TXN0013149,389.21,18,France,pos,0,27,0
TXN0013150,170.86,9,Germany,pos,3,177,0
TXN0013151,57.02,2,Unknown,pos,1,621,0
TXN0013152,191.25,0,,atm,3,901,0
TXN0013153,53.8,11,UK,atm,2,72,0
TXN0013154,142.26,9,UK,mobile,2,64,0
TXN0013155,84.77,4,Nigeria,online,2,987,0
TXN0013156,16.38,8,Spain,pos,2,433,0
TXN0013157,41.31,7,UK,mobile,1,653,0
TXN0013158,74.37,21,Unknown,pos,0,779,0
TXN0013159,37.47,7,Romania,online,6,466,1
TXN0013160,21.13,14,UK,pos,1,146,0
TXN0013161,309.15,15,France,pos,1,519,0
TXN0013162,521.04,14,Spain,online,4,909,0
TXN0013163,165.04,6,Spain,online,1,586,0
TXN0013164,3.87,10,Nigeria,mobile,3,3000,0
TXN0013165,137.54,3,US,pos,3,114,0
TXN0013166,274.2,11,US,pos,2,841,0
TXN0013167,356.79,8,US,online,2,658,0
TXN0013168,61.58,14,Spain,mobile,2,625,0
TXN0013169,48.12,16,Nigeria,online,1,330,0
TXN0013170,88.16,14,Germany,online,0,215,0
TXN0013171,92.65,12,UK,online,3,811,0
TXN0013172,108.54,11,UK,pos,1,671,0
TXN0013173,527.37,19,Spain,mobile,3,1016,0
TXN0013174,172.88,8,UK,online,3,907,0
TXN0013175,39.53,17,Nigeria,pos,3,638,0
TXN0013176,625.19,18,US,pos,4,30,0
TXN0013177,88.04,12,Romania,online,3,23,0
TXN0013178,9.89,10,UK,online,2,1161,0
TXN0013179,694.61,13,US,online,0,315,0
TXN0013180,7.66,6,Spain,online,1,157,0
TXN0013181,112.92,2,Romania,pos,2,1050,0
TXN0013182,80.24,6,Germany,online,0,247,0
TXN0013183,133.69,8,Spain,online,1,1494,0
